location,day,number of orders,percentage of deliveries
Upper West Side,2018-11-01,817,0.16279069767441862
Upper West Side,2018-11-02,780,0.16794871794871793
Upper West Side,2018-11-03,804,0.16044776119402984
Upper West Side,2018-11-04,1027,0.15384615384615385
Upper West Side,2018-11-05,826,0.15012106537530268
Upper West Side,2018-11-06,821,0.2095006090133983
Upper West Side,2018-11-07,830,0.1614457831325301
Upper West Side,2018-11-08,831,0.15042117930204574
Upper West Side,2018-11-09,797,0.20451693851944794
Upper West Side,2018-11-10,864,0.20833333333333334
Upper West Side,2018-11-11,838,0.18854415274463007
Upper West Side,2018-11-12,813,0.17835178351783518
Upper West Side,2018-11-13,879,0.15813424345847554
Upper West Side,2018-11-14,821,0.19123020706455543
Upper West Side,2018-11-15,821,0.2618757612667479
Upper West Side,2018-11-16,851,0.1797884841363102
Upper West Side,2018-11-17,812,0.16748768472906403
Upper West Side,2018-11-18,799,0.16645807259073842
Upper West Side,2018-11-19,881,0.14074914869466515
Upper West Side,2018-11-20,828,0.17753623188405798
Upper West Side,2018-11-21,787,0.204574332909784
Upper West Side,2018-11-22,757,0.24966974900924702
Upper West Side,2018-11-23,831,0.22623345367027678
Upper West Side,2018-11-24,819,0.2026862026862027
Upper West Side,2018-11-25,832,0.11899038461538461
Upper West Side,2018-11-26,857,0.2088681446907818
Upper West Side,2018-11-27,785,0.18089171974522292
Upper West Side,2018-11-28,783,0.17879948914431673
Upper West Side,2018-11-29,826,0.17554479418886199
Upper West Side,2018-11-30,834,0.2026378896882494
Upper West Side,2018-12-01,843,0.19572953736654805
Upper West Side,2018-12-02,869,0.15420023014959724
Upper West Side,2018-12-03,829,0.17249698431845598
Upper West Side,2018-12-04,795,0.2
Upper West Side,2018-12-05,791,0.20606826801517067
Upper West Side,2018-12-06,815,0.20613496932515338
Upper West Side,2018-12-07,817,0.204406364749082
Upper West Side,2018-12-08,821,0.19244823386114496
Upper West Side,2018-12-09,841,0.2164090368608799
Upper West Side,2018-12-10,836,0.1937799043062201
Upper West Side,2018-12-11,790,0.2
Upper West Side,2018-12-12,819,0.19658119658119658
Upper West Side,2018-12-13,807,0.1809169764560099
Upper West Side,2018-12-14,822,0.17518248175182483
Upper West Side,2018-12-15,782,0.17519181585677748
Upper West Side,2018-12-16,794,0.24181360201511334
Upper West Side,2018-12-17,829,0.17249698431845598
Upper West Side,2018-12-18,848,0.2417452830188679
Upper West Side,2018-12-19,802,0.1633416458852868
Upper West Side,2018-12-20,801,0.1523096129837703
Upper West Side,2018-12-21,864,0.2025462962962963
Upper West Side,2018-12-22,827,0.19588875453446192
Upper West Side,2018-12-23,842,0.18171021377672208
Upper West Side,2018-12-24,819,0.20146520146520147
Upper West Side,2018-12-25,807,0.21189591078066913
Upper West Side,2018-12-26,832,0.19831730769230768
Upper West Side,2018-12-27,871,0.18369690011481057
Upper West Side,2018-12-28,889,0.26996625421822273
Upper West Side,2018-12-29,823,0.17253948967193194
Upper West Side,2018-12-30,858,0.18764568764568765
Upper West Side,2018-12-31,806,0.20471464019851116
Williamsburg,2018-01-01,821,0.1425091352009744
Williamsburg,2018-01-02,840,0.13214285714285715
Williamsburg,2018-01-03,915,0.11038251366120219
Williamsburg,2018-01-04,875,0.15771428571428572
Williamsburg,2018-01-05,801,0.15355805243445692
Williamsburg,2018-01-06,791,0.1845764854614412
Williamsburg,2018-01-07,839,0.14779499404052443
Williamsburg,2018-01-08,883,0.14835787089467722
Williamsburg,2018-01-09,907,0.11025358324145534
Williamsburg,2018-01-10,917,0.10468920392584515
Williamsburg,2018-01-11,852,0.09741784037558686
Williamsburg,2018-01-12,930,0.0956989247311828
Williamsburg,2018-01-13,892,0.10874439461883408
Williamsburg,2018-01-14,919,0.15342763873775844
Williamsburg,2018-01-15,895,0.12513966480446928
Williamsburg,2018-01-16,913,0.12814895947426067
Williamsburg,2018-01-17,900,0.14777777777777779
Williamsburg,2018-01-18,888,0.11711711711711711
Williamsburg,2018-01-19,852,0.1068075117370892
Williamsburg,2018-01-20,976,0.10348360655737705
Williamsburg,2018-01-21,903,0.08859357696567
Williamsburg,2018-01-22,915,0.10819672131147541
Williamsburg,2018-01-23,935,0.08449197860962566
Williamsburg,2018-01-24,930,0.11827956989247312
Williamsburg,2018-01-25,952,0.11659663865546219
Williamsburg,2018-01-26,938,0.09381663113006397
Williamsburg,2018-01-27,938,0.09701492537313433
Williamsburg,2018-01-28,887,0.09019165727170236
Williamsburg,2018-01-29,899,0.11457174638487208
Williamsburg,2018-01-30,931,0.11385606874328678
Williamsburg,2018-01-31,917,0.128680479825518
Williamsburg,2018-02-01,944,0.1048728813559322
Williamsburg,2018-02-02,872,0.12729357798165136
Williamsburg,2018-02-03,913,0.1248630887185104
Williamsburg,2018-02-04,907,0.12458654906284454
Williamsburg,2018-02-05,939,0.13312034078807242
Williamsburg,2018-02-06,951,0.11461619348054679
Williamsburg,2018-02-07,907,0.15325248070562295
Williamsburg,2018-02-08,903,0.12956810631229235
Williamsburg,2018-02-09,895,0.10614525139664804
Williamsburg,2018-02-10,929,0.10441334768568353
Williamsburg,2018-02-11,950,0.12421052631578948
Williamsburg,2018-02-12,941,0.1126461211477152
Williamsburg,2018-02-13,922,0.12039045553145336
Williamsburg,2018-02-14,875,0.09142857142857143
Williamsburg,2018-02-15,928,0.09267241379310345
Williamsburg,2018-02-16,948,0.08227848101265822
Williamsburg,2018-02-17,882,0.09297052154195011
Williamsburg,2018-02-18,974,0.08829568788501027
Williamsburg,2018-02-19,882,0.09750566893424037
Williamsburg,2018-02-20,920,0.08478260869565217
Williamsburg,2018-02-21,913,0.08762322015334063
Williamsburg,2018-02-22,915,0.10710382513661203
Williamsburg,2018-02-23,947,0.11404435058078141
Williamsburg,2018-02-24,925,0.08648648648648649
Williamsburg,2018-02-25,950,0.09157894736842105
Williamsburg,2018-02-26,897,0.10590858416945373
Williamsburg,2018-02-27,956,0.07845188284518828
Williamsburg,2018-02-28,911,0.09220636663007684
Williamsburg,2018-03-01,945,0.07936507936507936
Williamsburg,2018-03-02,927,0.1488673139158576
Williamsburg,2018-03-03,952,0.1134453781512605
Williamsburg,2018-03-04,937,0.10992529348986126
Williamsburg,2018-03-05,910,0.1043956043956044
Williamsburg,2018-03-06,906,0.09933774834437085
Williamsburg,2018-03-07,853,0.13599062133645956
Williamsburg,2018-03-08,916,0.1037117903930131
Williamsburg,2018-03-09,937,0.10992529348986126
Williamsburg,2018-03-10,947,0.09926082365364308
Williamsburg,2018-03-11,930,0.1
Williamsburg,2018-03-12,916,0.10043668122270742
Williamsburg,2018-03-13,944,0.11758474576271187
Williamsburg,2018-03-14,924,0.10930735930735931
Williamsburg,2018-03-15,933,0.0932475884244373
Williamsburg,2018-03-16,902,0.11862527716186252
Williamsburg,2018-03-17,901,0.08990011098779134
Williamsburg,2018-03-18,900,0.1
Williamsburg,2018-03-19,846,0.09692671394799054
Williamsburg,2018-03-20,918,0.11328976034858387
Williamsburg,2018-03-21,850,0.12
Williamsburg,2018-03-22,975,0.09641025641025641
Williamsburg,2018-03-23,972,0.09156378600823045
Williamsburg,2018-03-24,924,0.11363636363636363
Williamsburg,2018-03-25,830,0.0963855421686747
Williamsburg,2018-03-26,899,0.10456062291434928
Williamsburg,2018-03-27,890,0.08876404494382023
Williamsburg,2018-03-28,915,0.09508196721311475
Williamsburg,2018-03-29,914,0.08533916849015317
Williamsburg,2018-03-30,890,0.09325842696629214
Williamsburg,2018-03-31,848,0.09080188679245282
Williamsburg,2018-04-01,933,0.09110396570203644
Williamsburg,2018-04-02,877,0.09692132269099202
Williamsburg,2018-04-03,925,0.11567567567567567
Williamsburg,2018-04-04,931,0.10311493018259936
Williamsburg,2018-04-05,893,0.0851063829787234
Williamsburg,2018-04-06,882,0.08276643990929705
Williamsburg,2018-04-07,909,0.0858085808580858
Williamsburg,2018-04-08,859,0.08265424912689173
Williamsburg,2018-04-09,866,0.08545034642032333
Williamsburg,2018-04-10,903,0.09191583610188261
Williamsburg,2018-04-11,932,0.07725321888412018
Williamsburg,2018-04-12,913,0.07995618838992333
Williamsburg,2018-04-13,907,0.0926130099228225
Williamsburg,2018-04-14,886,0.08577878103837472
Williamsburg,2018-04-15,865,0.10520231213872833
Williamsburg,2018-04-16,952,0.0976890756302521
Williamsburg,2018-04-17,895,0.10837988826815642
Williamsburg,2018-04-18,908,0.10462555066079295
Williamsburg,2018-04-19,875,0.07542857142857143
Williamsburg,2018-04-20,886,0.10045146726862303
Williamsburg,2018-04-21,928,0.08620689655172414
Williamsburg,2018-04-22,913,0.07338444687842278
Williamsburg,2018-04-23,906,0.11810154525386314
Williamsburg,2018-04-24,914,0.08205689277899343
Williamsburg,2018-04-25,919,0.08378672470076169
Williamsburg,2018-04-26,938,0.08315565031982942
Williamsburg,2018-04-27,925,0.0745945945945946
Williamsburg,2018-04-28,898,0.10133630289532294
Williamsburg,2018-04-29,931,0.07626208378088077
Williamsburg,2018-04-30,806,0.05707196029776675
Williamsburg,2018-05-01,833,0.09723889555822329
Williamsburg,2018-05-02,779,0.10269576379974327
Williamsburg,2018-05-03,792,0.10732323232323232
Williamsburg,2018-05-04,798,0.09774436090225563
Williamsburg,2018-05-05,808,0.0952970297029703
Williamsburg,2018-05-06,912,0.07894736842105263
Williamsburg,2018-05-07,817,0.07221542227662178
Williamsburg,2018-05-08,888,0.08671171171171171
Williamsburg,2018-05-09,817,0.09302325581395349
Williamsburg,2018-05-10,822,0.07785888077858881
Williamsburg,2018-05-11,864,0.08217592592592593
Williamsburg,2018-05-12,904,0.08296460176991151
Williamsburg,2018-05-13,890,0.08202247191011236
Williamsburg,2018-05-14,885,0.07570621468926554
Williamsburg,2018-05-15,858,0.13053613053613053
Williamsburg,2018-05-16,909,0.0704070407040704
Williamsburg,2018-05-17,869,0.09436133486766399
Williamsburg,2018-05-18,911,0.08781558726673985
Williamsburg,2018-05-19,887,0.10146561443066517
Williamsburg,2018-05-20,823,0.08626974483596597
Williamsburg,2018-05-21,869,0.08400460299194476
Williamsburg,2018-05-22,835,0.09101796407185629
Williamsburg,2018-05-23,791,0.0897597977243995
Williamsburg,2018-05-24,829,0.10012062726176116
Williamsburg,2018-05-25,796,0.10175879396984924
Williamsburg,2018-05-26,790,0.12025316455696203
Williamsburg,2018-05-27,884,0.09841628959276018
Williamsburg,2018-05-28,866,0.09468822170900693
Williamsburg,2018-05-29,801,0.13857677902621723
Williamsburg,2018-05-30,866,0.07967667436489607
Williamsburg,2018-05-31,840,0.09047619047619047
Williamsburg,2018-06-01,804,0.10820895522388059
Williamsburg,2018-06-02,756,0.10185185185185185
Williamsburg,2018-06-03,843,0.09252669039145907
Williamsburg,2018-06-04,808,0.10396039603960396
Williamsburg,2018-06-05,785,0.10191082802547771
Williamsburg,2018-06-06,842,0.08788598574821853
Williamsburg,2018-06-07,830,0.07590361445783132
Williamsburg,2018-06-08,781,0.1088348271446863
Williamsburg,2018-06-09,793,0.1034047919293821
Williamsburg,2018-06-10,812,0.11206896551724138
Williamsburg,2018-06-11,810,0.09135802469135802
Williamsburg,2018-06-12,831,0.08182912154031288
Williamsburg,2018-06-13,817,0.09057527539779682
Williamsburg,2018-06-14,763,0.10747051114023591
Williamsburg,2018-06-15,815,0.09938650306748466
Williamsburg,2018-06-16,791,0.09734513274336283
Williamsburg,2018-06-17,727,0.12104539202200826
Williamsburg,2018-06-18,757,0.09907529722589167
Williamsburg,2018-06-19,780,0.10512820512820513
Williamsburg,2018-06-20,792,0.07449494949494949
Williamsburg,2018-06-21,769,0.11313394018205461
Williamsburg,2018-06-22,830,0.09518072289156626
Williamsburg,2018-06-23,799,0.09762202753441802
Williamsburg,2018-06-24,757,0.10039630118890357
Williamsburg,2018-06-25,747,0.08835341365461848
Williamsburg,2018-06-26,787,0.10038119440914867
Williamsburg,2018-06-27,801,0.10486891385767791
Williamsburg,2018-06-28,759,0.11594202898550725
Williamsburg,2018-06-29,726,0.11707988980716254
Williamsburg,2018-06-30,661,0.09984871406959153
Williamsburg,2018-07-01,716,0.1270949720670391
Williamsburg,2018-07-02,670,0.1
Williamsburg,2018-07-03,782,0.10741687979539642
Williamsburg,2018-07-04,775,0.10838709677419354
Williamsburg,2018-07-05,729,0.1111111111111111
Williamsburg,2018-07-06,760,0.08421052631578947
Williamsburg,2018-07-07,814,0.09705159705159705
Williamsburg,2018-07-08,794,0.09697732997481108
Williamsburg,2018-07-09,746,0.11528150134048257
Williamsburg,2018-07-10,709,0.11283497884344147
Williamsburg,2018-07-11,752,0.09175531914893617
Williamsburg,2018-07-12,767,0.09647979139504563
Williamsburg,2018-07-13,771,0.11543450064850844
Williamsburg,2018-07-14,792,0.125
Williamsburg,2018-07-15,829,0.11700844390832328
Williamsburg,2018-07-16,730,0.12191780821917808
Williamsburg,2018-07-17,751,0.11584553928095873
Williamsburg,2018-07-18,784,0.10331632653061225
Williamsburg,2018-07-19,796,0.11180904522613065
Williamsburg,2018-07-20,776,0.09536082474226804
Williamsburg,2018-07-21,829,0.08082026537997587
Williamsburg,2018-07-22,802,0.12967581047381546
Williamsburg,2018-07-23,781,0.0973111395646607
Williamsburg,2018-07-24,757,0.11624834874504623
Williamsburg,2018-07-25,779,0.0834403080872914
Williamsburg,2018-07-26,735,0.11564625850340136
Williamsburg,2018-07-27,734,0.0994550408719346
Williamsburg,2018-07-28,761,0.11300919842312747
Williamsburg,2018-07-29,769,0.12743823146944083
Williamsburg,2018-07-30,749,0.0801068090787717
Williamsburg,2018-07-31,790,0.11139240506329114
Williamsburg,2018-08-01,710,0.10845070422535211
Williamsburg,2018-08-02,691,0.10419681620839363
Williamsburg,2018-08-03,714,0.10364145658263306
Williamsburg,2018-08-04,684,0.11842105263157894
Williamsburg,2018-08-05,697,0.10903873744619799
Williamsburg,2018-08-06,646,0.08359133126934984
Williamsburg,2018-08-07,744,0.1303763440860215
Williamsburg,2018-08-08,706,0.10906515580736544
Williamsburg,2018-08-09,701,0.10984308131241084
Williamsburg,2018-08-10,717,0.1199442119944212
Williamsburg,2018-08-11,803,0.12204234122042341
Williamsburg,2018-08-12,697,0.10760401721664276
Williamsburg,2018-08-13,766,0.08616187989556136
Williamsburg,2018-08-14,740,0.09864864864864865
Williamsburg,2018-08-15,706,0.0906515580736544
Williamsburg,2018-08-16,652,0.12576687116564417
Williamsburg,2018-08-17,713,0.12482468443197756
Williamsburg,2018-08-18,709,0.11706629055007052
Williamsburg,2018-08-19,815,0.10797546012269939
Williamsburg,2018-08-20,753,0.0903054448871182
Williamsburg,2018-08-21,692,0.10549132947976879
Williamsburg,2018-08-22,723,0.09405255878284924
Williamsburg,2018-08-23,733,0.12141882673942701
Williamsburg,2018-08-24,751,0.11584553928095873
Williamsburg,2018-08-25,772,0.11010362694300518
Williamsburg,2018-08-26,735,0.08843537414965986
Williamsburg,2018-08-27,715,0.11888111888111888
Williamsburg,2018-08-28,650,0.13692307692307693
Williamsburg,2018-08-29,649,0.13713405238828968
Williamsburg,2018-08-30,725,0.12827586206896552
Williamsburg,2018-08-31,791,0.1213653603034134
Williamsburg,2018-09-01,804,0.08333333333333333
Williamsburg,2018-09-02,791,0.10619469026548672
Williamsburg,2018-09-03,758,0.09498680738786279
Williamsburg,2018-09-04,733,0.11596180081855388
Williamsburg,2018-09-05,806,0.11662531017369727
Williamsburg,2018-09-06,746,0.1260053619302949
Williamsburg,2018-09-07,844,0.10308056872037914
Williamsburg,2018-09-08,843,0.10083036773428232
Williamsburg,2018-09-09,872,0.08486238532110092
Williamsburg,2018-09-10,897,0.10925306577480491
Williamsburg,2018-09-11,825,0.08969696969696969
Williamsburg,2018-09-12,789,0.08491761723700887
Williamsburg,2018-09-13,804,0.10820895522388059
Williamsburg,2018-09-14,795,0.09433962264150944
Williamsburg,2018-09-15,815,0.09938650306748466
Williamsburg,2018-09-16,809,0.09641532756489493
Williamsburg,2018-09-17,831,0.10108303249097472
Williamsburg,2018-09-18,875,0.10057142857142858
Williamsburg,2018-09-19,842,0.11045130641330166
Williamsburg,2018-09-20,865,0.07745664739884393
Williamsburg,2018-09-21,868,0.09101382488479262
Williamsburg,2018-09-22,867,0.0726643598615917
Williamsburg,2018-09-23,922,0.1019522776572668
Williamsburg,2018-09-24,910,0.09010989010989011
Williamsburg,2018-09-25,910,0.1021978021978022
Williamsburg,2018-09-26,829,0.09529553679131483
Williamsburg,2018-09-27,862,0.10672853828306264
Williamsburg,2018-09-28,890,0.07865168539325842
Williamsburg,2018-09-29,927,0.09169363538295577
Williamsburg,2018-09-30,866,0.08429561200923788
Williamsburg,2018-10-01,801,0.09488139825218476
Williamsburg,2018-10-02,833,0.10804321728691477
Williamsburg,2018-10-03,889,0.09898762654668167
Williamsburg,2018-10-04,813,0.09225092250922509
Williamsburg,2018-10-05,898,0.0935412026726058
Williamsburg,2018-10-06,831,0.08182912154031288
Williamsburg,2018-10-07,882,0.10657596371882086
Williamsburg,2018-10-08,898,0.0757238307349666
Williamsburg,2018-10-09,859,0.07217694994179279
Williamsburg,2018-10-10,857,0.10035005834305717
Williamsburg,2018-10-11,859,0.119906868451688
Williamsburg,2018-10-12,915,0.08196721311475409
Williamsburg,2018-10-13,892,0.07399103139013453
Williamsburg,2018-10-14,911,0.07244785949506037
Williamsburg,2018-10-15,908,0.08480176211453745
Williamsburg,2018-10-16,928,0.08297413793103449
Williamsburg,2018-10-17,914,0.0962800875273523
Williamsburg,2018-10-18,895,0.09385474860335195
Williamsburg,2018-10-19,877,0.07525655644241733
Williamsburg,2018-10-20,899,0.08342602892102335
Williamsburg,2018-10-21,856,0.07242990654205607
Williamsburg,2018-10-22,909,0.1111111111111111
Williamsburg,2018-10-23,982,0.07841140529531568
Williamsburg,2018-10-24,885,0.0847457627118644
Williamsburg,2018-10-25,927,0.10895361380798274
Williamsburg,2018-10-26,893,0.09742441209406495
Williamsburg,2018-10-27,901,0.08990011098779134
Williamsburg,2018-10-28,916,0.0927947598253275
Williamsburg,2018-10-29,941,0.08607863974495218
Williamsburg,2018-10-30,863,0.07184241019698726
Williamsburg,2018-10-31,897,0.06688963210702341
Williamsburg,2018-11-01,939,0.07987220447284345
Williamsburg,2018-11-02,889,0.10348706411698538
Williamsburg,2018-11-03,892,0.08183856502242152
Williamsburg,2018-11-04,1159,0.06988783433994823
Williamsburg,2018-11-05,876,0.0730593607305936
Williamsburg,2018-11-06,962,0.13617463617463618
Williamsburg,2018-11-07,937,0.08110992529348986
Williamsburg,2018-11-08,963,0.07684319833852545
Williamsburg,2018-11-09,935,0.11122994652406418
Williamsburg,2018-11-10,907,0.10584343991179714
Williamsburg,2018-11-11,915,0.08306010928961749
Williamsburg,2018-11-12,892,0.0795964125560538
Williamsburg,2018-11-13,944,0.07309322033898305
Williamsburg,2018-11-14,891,0.1111111111111111
Williamsburg,2018-11-15,872,0.15022935779816513
Williamsburg,2018-11-16,922,0.10412147505422993
Williamsburg,2018-11-17,934,0.0867237687366167
Williamsburg,2018-11-18,955,0.09319371727748692
Williamsburg,2018-11-19,954,0.0859538784067086
Williamsburg,2018-11-20,926,0.09503239740820735
Williamsburg,2018-11-21,930,0.1
Williamsburg,2018-11-22,844,0.11966824644549763
Williamsburg,2018-11-23,910,0.11648351648351649
Williamsburg,2018-11-24,860,0.12906976744186047
Williamsburg,2018-11-25,934,0.08779443254817987
Williamsburg,2018-11-26,931,0.11707841031149302
Williamsburg,2018-11-27,914,0.10722100656455143
Williamsburg,2018-11-28,932,0.11051502145922747
Williamsburg,2018-11-29,901,0.09988901220865705
Williamsburg,2018-11-30,904,0.09955752212389381
Williamsburg,2018-12-01,945,0.08783068783068783
Williamsburg,2018-12-02,968,0.09710743801652892
Williamsburg,2018-12-03,880,0.10795454545454546
Williamsburg,2018-12-04,907,0.11576626240352811
Williamsburg,2018-12-05,871,0.1044776119402985
Williamsburg,2018-12-06,866,0.11200923787528869
Williamsburg,2018-12-07,930,0.12688172043010754
Williamsburg,2018-12-08,892,0.13565022421524664
Williamsburg,2018-12-09,921,0.10097719869706841
Williamsburg,2018-12-10,900,0.11444444444444445
Williamsburg,2018-12-11,894,0.12192393736017897
Williamsburg,2018-12-12,956,0.09937238493723849
Williamsburg,2018-12-13,928,0.125
Williamsburg,2018-12-14,939,0.09158679446219382
Williamsburg,2018-12-15,946,0.09408033826638477
Williamsburg,2018-12-16,933,0.11789924973204716
Williamsburg,2018-12-17,882,0.10997732426303855
Williamsburg,2018-12-18,929,0.11948331539289558
Williamsburg,2018-12-19,913,0.11938663745892661
Williamsburg,2018-12-20,892,0.0952914798206278
Williamsburg,2018-12-21,984,0.10569105691056911
Williamsburg,2018-12-22,920,0.09130434782608696
Williamsburg,2018-12-23,882,0.11678004535147392
Williamsburg,2018-12-24,942,0.08598726114649681
Williamsburg,2018-12-25,892,0.09417040358744394
Williamsburg,2018-12-26,916,0.11244541484716157
Williamsburg,2018-12-27,928,0.09590517241379311
Williamsburg,2018-12-28,948,0.11392405063291139
Williamsburg,2018-12-29,993,0.094662638469285
Williamsburg,2018-12-30,949,0.11275026343519494
Williamsburg,2018-12-31,931,0.11063372717508056
